part_number,quantity,material,procured_stock,length_mm,thickness_mm,bounds_local_mm,individual_export_guarded,status,notes
WT_CLEANOUT_NECK,1,NPS1.5 schedule40 steel pipe,NPS1.5 schedule40 steel pipe,62.048,,"[-24.15, -24.15, 0.0, 24.15, 24.15, 62.048]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Flush upper end with tank inner floor; lower end is plain, welded to the fabricated flange. The old1.5 NPT cap callout is superseded. | Tank must be emptied and isolated before loosening the cleanout cover. This large opening is for washout, not controlled draining of115 L."
WT_RIM_FRONT,1,A36 steel,A36 steel; finish-machine6.000mmfrom1/4in6.35mmstock,,6,"[0.0, 0.0, 0.0, 966.096, 30.0, 6.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Continuous external wall weld. M6 weld nuts below each bolt hole; remove lid for tank washout.
WT_RIM_REAR,1,A36 steel,A36 steel; finish-machine6.000mmfrom1/4in6.35mmstock,,6,"[0.0, 0.0, 0.0, 966.096, 30.0, 6.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Continuous external wall weld. M6 weld nuts below each bolt hole; remove lid for tank washout.
WT_RIM_LEFT,1,A36 steel,A36 steel; finish-machine6.000mmfrom1/4in6.35mmstock,,6,"[0.0, 0.0, 0.0, 30.0, 606.096, 6.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Continuous external wall weld. M6 weld nuts below each bolt hole; remove lid for tank washout.
WT_RIM_RIGHT,1,A36 steel,A36 steel; finish-machine6.000mmfrom1/4in6.35mmstock,,6,"[0.0, 0.0, 0.0, 30.0, 606.096, 6.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Continuous external wall weld. M6 weld nuts below each bolt hole; remove lid for tank washout.
WT_GASKET,1,"2mm EPDM gasket, compatible media required","2mm EPDM gasket, compatible media required",,2,"[0.0, 0.0, 0.0, 966.096, 666.096, 2.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Knife-cut; do not use metal laser program. Permanently vented cover, not a pressure seal."
WT_LID,1,A36 steel,"A36 steel; purchase0.120in sheet,verifyactualgauge",,3.048,"[0.0, 0.0, 0.0, 966.096, 666.096, 3.048]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Catch-basket hatch166x126. Separate55mm overflow entry and33.6mm vent pipe penetration. | Rev H: routine washout is through two independent service openings; the equipment lid remains installed. | The full lid is a major-disassembly item, not a verified routine removal. Drain and isolate before opening either hatch."
STD_M6x20_SOCKET,36,M6x20 class8.8,M6x20 class8.8,,,"[-5.0, -5.0, 0.0, 5.0, 5.0, 26.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,
WT_VENT_NECK,1,NPS1 schedule40 steel pipe,NPS1 schedule40 steel pipe,60,,"[-16.7, -16.7, 0.0, 16.7, 16.7, 60.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Permanently open vent. Fit coarse removable stainless insect/debris mesh; inspect for blockage. No compressed-air connection.
WT_BASKET_BASE,1,304 stainless1.5mm,304 stainless1.5mm,,1.5,"[0.0, 0.0, 0.0, 160.0, 120.0, 1.5]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Ø6 coarse perforations; abrasive fines pass to settling tank. Removable for cleaning.
WT_BASKET_SIDE,2,304 stainless1.5mm,304 stainless1.5mm,,1.5,"[0.0, 0.0, 0.0, 120.0, 98.5, 1.5]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,
WT_BASKET_END,2,304 stainless1.5mm,304 stainless1.5mm,,1.5,"[0.0, 0.0, 0.0, 157.0, 98.5, 1.5]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,
WT_BASKET_RIM,1,304 stainless2mm,304 stainless2mm,,2,"[0.0, 0.0, 0.0, 180.0, 140.0, 2.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Rim seats on lid with7mm minimum overlap around hatch; entire basket lifts vertically100mm before rearward removal.
WT_BASKET_SPLASH_COVER,1,304 stainless1.5mm,304 stainless1.5mm,,1.5,"[0.0, 0.0, 0.0, 180.0, 140.0, 1.5]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Loose removable splash cover;58mm open inlet remains vented. Drain outlet is above inlet with air gap.
PUMP_TRAY,1,A36 steel,"A36 steel; purchase0.120in sheet,verifyactualgauge",,3.048,"[0.0, 0.0, 0.0, 250.0, 126.0, 3.048]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"FourØ5pumpmounts:58longitudinal×85transverse,210mmfamilydrawing. Receipt-checkselected31seriesbracketbeforefinaldrill. | Pumpfootthicknessandportaxisnotpublished;M4mountboltlengthisreceipt-selected. Flexiblehoseconnectionsrequired."
PUMP_SPACER,4,A36 steel,A36 steel,13.856,,"[-6.0, -6.0, 0.0, 6.0, 6.0, 13.856]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,OD12ID6.6steelspacer;lidandtrayremaindemountableforwashout.
STD_M6x35_SOCKET,4,M6x35class8.8,M6x35class8.8,,,"[-5.0, -5.0, 0.0, 5.0, 5.0, 41.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,
BUY_SFDP2_018_120_31,1,Purchased24V7Lminpump,Purchased24V7Lminpump,,,"[0.0, -0.0, 0.0, 210.0, 86.0, 114.5]",True,PURCHASED CLEARANCE ENVELOPE - RECEIPT VERIFY BRACKET AND PORTS,210×86×114.5manufacturerfamilyenvelope;notinternalpumpgeometry.3/8NPTportsviaflexible1/2inhoseadapters. | Exactmountfootthicknessnotpublished;selectM4boltsafterreceipt.
VENT_SCREEN_SLEEVE,1,304stainlessmachinedsleeve,304stainlessmachinedsleeve,,,"[-19.7, -19.7, -0.0, 19.7, 19.7, 12.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"ID33.8OD39.4length12;2×M4radialtap,opposed. Perforatedcapweldedtosleeve;removeforscreenwashing."
VENT_PERFORATED_CAP,1,304stainless1.5mm,304stainless1.5mm,,,"[-19.7, -19.7, 0.0, 19.7, 19.7, 1.5]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Ø39.4×1.5disc,12Ø3 holes on the ±3/±9 grid with four corners omitted;84.82mm² nominal open area,neverpaintorplug. Coarsedebrisguard,notfiltermedia."
STD_M4x3_GRUB,2,M4x3grubscrew,M4x3grubscrew,,,"[-2.0, -2.0, 0.0, 2.0, 2.0, 3.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,
OVERFLOW_CATCH_FLOOR,1,304 stainless1.5mm,304 stainless1.5mm,,1.5,"[0.0, 0.0, 0.0, 600.0, 250.0, 1.5]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Welded open catch vessel,8.85L internal capacity. Keep visible and empty; investigate any water in it before restarting."
OVERFLOW_CATCH_SIDE,2,304 stainless1.5mm,304 stainless1.5mm,,1.5,"[0.0, 0.0, 0.0, 250.0, 60.0, 1.5]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,
OVERFLOW_CATCH_END,2,304 stainless1.5mm,304 stainless1.5mm,,1.5,"[0.0, 0.0, 0.0, 597.0, 60.0, 1.5]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,
OVERFLOW_CATCH_PAD,4,"NBR rubber30mm rod,cut15mm","NBR rubber30mm rod,cut15mm",15,,"[-15.0, -15.0, 0.0, 15.0, 15.0, 15.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Bond pads beneath the removable catch vessel; inspect condition during washout.
FLOAT_BACKRAIL_PAN,3,304stainless6mm,304stainless6mm; finish-machine6.000mmfrom1/4in6.35mmstock,,6,"[0.0, 0.0, 0.0, 50.0, 155.0, 6.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Slot height adjustment; weld two standoffs to wet face of wall. No new pan/tank wall penetrations.
FLOAT_STANDOFF,10,304stainlessbar,304stainlessbar,7.952,,"[-6.0, -6.0, 0.0, 6.0, 6.0, 7.952]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"OD12×7.952solidstandoff,continuousfilletatbothends."
FLOAT_SLIDER,5,304stainless0.120insheet,"304stainless0.120insheet; purchase0.120in sheet,verifyactualgauge",,3.048,"[0.0, 0.0, 0.0, 44.0, 25.0, 3.048]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,
FLOAT_LEDGE,5,304stainless0.120insheet,"304stainless0.120insheet; purchase0.120in sheet,verifyactualgauge",,3.048,"[0.0, 0.0, 0.0, 35.952, 44.0, 3.048]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,M10sensorclearance10.5;weldrearledgetoslidertop. Floatthreadclampswithsuppliernut. Wetcalibrate;nominalmountZisnottripZ.
STD_M6x16_SOCKET,10,M6x16stainlesssocket,M6x16stainlesssocket,,,"[-5.0, -5.0, 0.0, 5.0, 5.0, 22.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,
STD_M6_STAINLESS_NUT,10,M6stainlessnut,M6stainlessnut,,,"[-5.7735, -5.0, 0.0, 5.7735, 5.0, 5.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,
BUY_FOCMKEAS_M10_65MM,5,Purchasedstainlessreedfloat,Purchasedstainlessreedfloat,,,"[-13.0, -13.0, 0.0, 13.0, 13.0, 68.048]",True,PURCHASED SERVICE ENVELOPE - WET CALIBRATE TRIP PLANE,"Seller65mmoverall/M10/Ø26;conservative60mmunderledgebodyenvelope. Actualbodyshapeandtripoffsetnotpublished. | TargettripZ=810;PAN_EMPTYislowlevelplus60sdrain,notanabsolutedrydetector."
BUY_FLOAT_M10_MOUNTNUT,5,SuppliedM10floatmountnut,SuppliedM10floatmountnut,,,"[-9.815, -8.5, 0.0, 9.815, 8.5, 5.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,"Nominal17AF×5mountnutenvelope;usesensorsuppliednutandsealingwasher,confirmactualthreadpitch."
FLOAT_GUARD_FLOOR,4,304stainless1mm,304stainless1mm,,1,"[0.0, 0.0, 0.0, 36.0, 40.0, 1.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,
FLOAT_GUARD_SIDE,5,304stainless1mm,304stainless1mm,,1,"[0.0, 0.0, 0.0, 40.0, 61.0, 1.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Slottedremovableguard;upperedgesweldtofloatledgeunderside. Brushcleanandtestfreefloattravel.
FLOAT_PAN_MIN_GUARD_SIDE_2,1,304stainless1mm,304stainless1mm,,,"[0.0, 0.0, 0.0, 1.0, 40.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Slottedremovableguard;upperedgesweldtofloatledgeunderside. Brushcleanandtestfreefloattravel. | Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_PAN_MIN_GUARD_END_1,1,304stainless1mm,304stainless1mm,,,"[0.0, -0.0, 0.0, 34.0, 1.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_PAN_MIN_GUARD_END_2,1,304stainless1mm,304stainless1mm,,,"[0.0, -0.0, 0.0, 34.0, 1.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_PAN_FILL_GUARD_SIDE_2,1,304stainless1mm,304stainless1mm,,,"[0.0, 0.0, 0.0, 1.0, 40.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Slottedremovableguard;upperedgesweldtofloatledgeunderside. Brushcleanandtestfreefloattravel. | Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_PAN_FILL_GUARD_END_1,1,304stainless1mm,304stainless1mm,,,"[0.0, -0.0, 0.0, 34.0, 1.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_PAN_FILL_GUARD_END_2,1,304stainless1mm,304stainless1mm,,,"[0.0, -0.0, 0.0, 34.0, 1.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_PAN_HH_GUARD_SIDE_2,1,304stainless1mm,304stainless1mm,,,"[0.0, 0.0, 0.0, 1.0, 40.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Slottedremovableguard;upperedgesweldtofloatledgeunderside. Brushcleanandtestfreefloattravel. | Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_PAN_HH_GUARD_END_1,1,304stainless1mm,304stainless1mm,,,"[0.0, -0.0, 0.0, 34.0, 1.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_PAN_HH_GUARD_END_2,1,304stainless1mm,304stainless1mm,,,"[0.0, -0.0, 0.0, 34.0, 1.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_BACKRAIL_PAN_EMPTY,1,304stainless6mm,304stainless6mm; finish-machine6.000mmfrom1/4in6.35mmstock,,6,"[0.0, 0.0, 0.0, 50.0, 155.0, 6.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Slot height adjustment; weld two standoffs to wet face of wall. No new pan/tank wall penetrations. | Restricted PAN_EMPTY carrier mount Z812..832 nominal; do not extend slots downward. Lowest bolt-axis limit including 0.3 mm slot/shank radial play is mount Z811.7.
FLOAT_GUARD_FLOOR_PAN_EMPTY,1,304stainless1mm,304stainless1mm,,1,"[0.0, 0.0, 0.0, 36.0, 40.0, 1.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"PAN_EMPTY installed guard underside Z750 at carrier mount Z812; floor footprint X978..1014, Y1177..1217. Nominal closest pan-floor clearance is 10.671 mm before fabrication tolerances. | Maintain at least 8 mm actual clear gap across the entire guard footprint after welding, with the carrier clamped at its lowest allowed setting. This allows 2.37 mm total pan/guard/datum variation after 0.3 mm bolt-slot play; rework the bracket if the gauge fails. | Removable for brushing/washout; the 8 mm clean gap is not permission to accumulate sludge. Wet-calibrate PAN_EMPTY and prove the remaining 60 s drain empties the usable pan before enabling a bed change. No dry-pan claim from this float alone."
FLOAT_PAN_EMPTY_GUARD_SIDE_2,1,304stainless1mm,304stainless1mm,,,"[0.0, 0.0, 0.0, 1.0, 40.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Slottedremovableguard;upperedgesweldtofloatledgeunderside. Brushcleanandtestfreefloattravel. | Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_PAN_EMPTY_GUARD_END_1,1,304stainless1mm,304stainless1mm,,,"[0.0, -0.0, 0.0, 34.0, 1.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_PAN_EMPTY_GUARD_END_2,1,304stainless1mm,304stainless1mm,,,"[0.0, -0.0, 0.0, 34.0, 1.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_BACKRAIL_TANK,1,304stainless6mm,304stainless6mm; finish-machine6.000mmfrom1/4in6.35mmstock,,6,"[0.0, 0.0, 0.0, 50.0, 115.0, 6.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Slot height adjustment; weld two standoffs to wet face of wall. No new pan/tank wall penetrations.
FLOAT_TANK_LOW_GUARD_SIDE_2,1,304stainless1mm,304stainless1mm,,,"[0.0, 0.0, 0.0, 1.0, 40.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Slottedremovableguard;upperedgesweldtofloatledgeunderside. Brushcleanandtestfreefloattravel. | Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_TANK_LOW_GUARD_END_1,1,304stainless1mm,304stainless1mm,,,"[0.0, -0.0, 0.0, 34.0, 1.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_TANK_LOW_GUARD_END_2,1,304stainless1mm,304stainless1mm,,,"[0.0, 0.0, 0.0, 34.0, 1.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
J_PAD_FRONT_ROUND,1,A36 steel,A36 steel; finish-machine6.000mmfrom1/4in6.35mmstock,,6.0,"[0.0, 0.0, 0.0, 45.0, 60.0, 6.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"6 mm steel seat pad, fully on the ledger top. Weld all round with 3 mm fillets BEFORE the ledger is sand-filled. | After welding, face all six pad tops coplanar within 0.1 mm (fly-cut or shim-map), then drill the Ø11 bolt hole through into the ledger sleeve. | Front pads only: left Ø10.05 locating hole (reamed to the measured pin), right 10.05 x 16 slot along X. The slot axis passes through the left pin."
J_LEDGER_M10_SLEEVE,6,Machined steel,Machined steel,,,"[-9.0, -9.0, 0.0, 9.0, 9.0, 50.8]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"OD18 x 50.8 sleeve through BOTH ledger walls; continuous seal welds top and bottom, finished flush, BEFORE sand fill. The ledger is a ballast compartment: never drill it after filling. | Drill 8.5 and tap M10x1.5 at least 25 deep from the top after welding. STEP bore is the nominal M10 thread envelope."
J_PAD_PLAIN,4,A36 steel,A36 steel; finish-machine6.000mmfrom1/4in6.35mmstock,,6.0,"[0.0, 0.0, 0.0, 45.0, 60.0, 6.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"6 mm steel seat pad, fully on the ledger top. Weld all round with 3 mm fillets BEFORE the ledger is sand-filled. | After welding, face all six pad tops coplanar within 0.1 mm (fly-cut or shim-map), then drill the Ø11 bolt hole through into the ledger sleeve. | Front pads only: left Ø10.05 locating hole (reamed to the measured pin), right 10.05 x 16 slot along X. The slot axis passes through the left pin."
J_PAD_FRONT_SLOT,1,A36 steel,A36 steel; finish-machine6.000mmfrom1/4in6.35mmstock,,6.0,"[0.0, 0.0, 0.0, 45.0, 60.0, 6.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"6 mm steel seat pad, fully on the ledger top. Weld all round with 3 mm fillets BEFORE the ledger is sand-filled. | After welding, face all six pad tops coplanar within 0.1 mm (fly-cut or shim-map), then drill the Ø11 bolt hole through into the ledger sleeve. | Front pads only: left Ø10.05 locating hole (reamed to the measured pin), right 10.05 x 16 slot along X. The slot axis passes through the left pin."
MOD_RAIL,2,A500 2x2x.120 tube,A500 2x2x.120 tube,1330.904,,"[0.0, 0.0, 0.0, 50.8, 1330.904, 50.8]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Module side rail. Bears only on the three seat pads; no other contact with the ledger. | Ø18 bores through both walls at the three drawdown stations; Ø10 bores through both walls for the front locating pin. | Weld sleeves, pins, crossmember end plates and end caps, then hot-dip galvanize the complete module weldment (vent holes per galvanizer)."
MOD_RAIL_CAP,4,A36 steel 0.120 in sheet,"A36 steel 0.120 in sheet; purchase0.120in sheet,verifyactualgauge",,3.048,"[0.0, 0.0, 0.0, 50.8, 50.8, 3.048]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Seal-weld end cap. Galvanizing vent holes as the galvanizer specifies; seal or leave open to drain as agreed.
MOD_COMPRESSION_SLEEVE,6,Machined steel,Machined steel,50.8,,"[-9.0, -9.0, 0.0, 9.0, 9.0, 50.8]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,OD18 ID11 x 50.8 through both rail walls; weld and finish flush both faces. Carries the M10 drawdown preload without crushing the tube.
STD_DOWEL_10x56,2,"Hardened stainless dowel pin, Ø10 m6 x 56","Hardened stainless dowel pin, Ø10 m6 x 56",,,"[-5.0, -5.0, 0.0, 5.0, 5.0, 56.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,"Press through both rail walls; top flush with the rail top, 5.2 mm projects below the rail into the front pad hole (left) or slot (right). | Pins sit in the moving module, so nothing projects above the pads in plasma mode (pad tops Z846, slat tops Z850)."
MOD_CROSSMEMBER_1,1,A500 2x2x.120 tube,A500 2x2x.120 tube,912.4000000000001,,"[0.0, 0.0, 0.0, 912.4, 50.8, 50.8]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"2 x 2 x .120 crossmember; top is the T-slot seating plane at Z920.8. Not a precision surface: the HDPE top is surfaced in the machine. | Top wall: nine Ø5.5 holes for the M5 strip screws. Bottom wall: nine Ø14 access holes on the same axes, which also drain coolant after galvanizing. | Y position keeps the crossmember out of the pan-float bands at Y575..745 and Y1172..1222 in the installed position."
MOD_XM_END_PLATE,8,A36 steel,A36 steel; finish-machine6.000mmfrom1/4in6.35mmstock,,6,"[0.0, 0.0, 0.0, 50.8, 74.8, 6.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,6 mm end plate 50.8 x 74.8: closes the crossmember and joins it over the full rail height. Continuous 4 mm fillets to crossmember and rail.
MOD_CROSSMEMBER_2,1,A500 2x2x.120 tube,A500 2x2x.120 tube,912.4000000000001,,"[0.0, 0.0, 0.0, 912.4, 50.8, 50.8]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"2 x 2 x .120 crossmember; top is the T-slot seating plane at Z920.8. Not a precision surface: the HDPE top is surfaced in the machine. | Top wall: nine Ø5.5 holes for the M5 strip screws. Bottom wall: nine Ø14 access holes on the same axes, which also drain coolant after galvanizing. | Y position keeps the crossmember out of the pan-float bands at Y575..745 and Y1172..1222 in the installed position."
MOD_CROSSMEMBER_3,1,A500 2x2x.120 tube,A500 2x2x.120 tube,912.4000000000001,,"[0.0, 0.0, 0.0, 912.4, 50.8, 50.8]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"2 x 2 x .120 crossmember; top is the T-slot seating plane at Z920.8. Not a precision surface: the HDPE top is surfaced in the machine. | Top wall: nine Ø5.5 holes for the M5 strip screws. Bottom wall: nine Ø14 access holes on the same axes, which also drain coolant after galvanizing. | Y position keeps the crossmember out of the pan-float bands at Y575..745 and Y1172..1222 in the installed position."
MOD_CROSSMEMBER_4,1,A500 2x2x.120 tube,A500 2x2x.120 tube,912.4000000000001,,"[0.0, 0.0, 0.0, 912.4, 50.8, 50.8]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"2 x 2 x .120 crossmember; top is the T-slot seating plane at Z920.8. Not a precision surface: the HDPE top is surfaced in the machine. | Top wall: nine Ø5.5 holes for the M5 strip screws. Bottom wall: nine Ø14 access holes on the same axes, which also drain coolant after galvanizing. | Y position keeps the crossmember out of the pan-float bands at Y575..745 and Y1172..1222 in the installed position."
MOD_LIFT_LUG,4,A36 steel,A36 steel,,9.525,"[0.0, 0.0, 0.0, 50.0, 75.0, 9.525]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"3/8 in (9.525) lift lug welded to the crossmember end face, full height, 6 mm fillets both sides. Ø14 hole takes a 3/8 in screw-pin shackle (7/16 in pin). | Four lugs at X150/X1000 beyond both deck ends. The 4-leg sling runs inboard of the Y rails and forward of the rear-parked gantry; see the handling check. | Proof-load the finished module lift once at 2 x module mass before first use; lifting-equipment rules for the jurisdiction apply."
BUY_20100_1197,9,Purchased 6063-T5 profile,Purchased 6063-T5 profile,,,"[-0.0, 0.0, -0.0, 100.0, 1197.0, 20.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,"Purchased 20100 profile, one saw cut per 1220 mm bar to 1197. No drilling. Slots run front-to-back. | Seated directly on the four crossmembers; one M5 screw per crossmember from inside the tube into a square nut in the bottom slot."
STD_M5x8_ISO7380_A4,36,M5x8 stainless button head,M5x8 stainless button head,,,"[-4.75, -4.75, -2.75, 4.75, 4.75, 8.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,Inserted upward through the Ø14 bottom access hole. Stainless A4; anti-seize on aluminum.
STD_DIN562_M5_A4,48,M5 stainless square nut DIN562,M5 stainless square nut DIN562,,,"[-4.0, -4.0, 0.0, 4.0, 4.0, 2.7]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,Slide into the bottom slot from the strip end before the strip is placed; seats on the 1.3 mm lips.
MOD_HDPE_PLATE_1,1,"HDPE sheet 3/4 in, finish 18.0","HDPE sheet 3/4 in, finish 18.0",,18.0,"[0.0, 0.0, 0.0, 398.0, 1000.0, 18.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"398 x 1000 sacrificial top within tool reach (X175..975, Y130..1130 covers the nominal and the possible 20 mm rearward ZBX80 shift). | Waterproof, does not swell with coolant. Surface in place after the module is seated; re-skim if the module is reinstalled and the probe map moves. | HDPE expands about 0.15 mm per metre per degC: the fastener pattern lets it grow from one fixed point."
STD_M5x12_ISO4762_A4,12,M5x12 stainless socket head,M5x12 stainless socket head,,,"[-4.25, -4.25, 0.0, 4.25, 4.25, 17.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,
STD_M5_WASHER_15_A4,12,M5 stainless washer 15x5.3x1.5,M5 stainless washer 15x5.3x1.5,,,"[-7.5, -7.5, 0.0, 7.5, 7.5, 1.5]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,
MOD_HDPE_PLATE_2,1,"HDPE sheet 3/4 in, finish 18.0","HDPE sheet 3/4 in, finish 18.0",,18.0,"[0.0, 0.0, 0.0, 398.0, 1000.0, 18.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"398 x 1000 sacrificial top within tool reach (X175..975, Y130..1130 covers the nominal and the possible 20 mm rearward ZBX80 shift). | Waterproof, does not swell with coolant. Surface in place after the module is seated; re-skim if the module is reinstalled and the probe map moves. | HDPE expands about 0.15 mm per metre per degC: the fastener pattern lets it grow from one fixed point."
STD_M10x80_ISO4762_A4,6,M10x80 stainless A4-70 socket head,M10x80 stainless A4-70 socket head,,,"[-8.0, -8.0, 0.0, 8.0, 8.0, 90.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,"One of six module drawdowns, the only screws released for a bed change. 23 mm thread engagement in the ledger sleeve. | Anti-seize on the thread; 30 N m. Remove all six to the bolt tray before lifting."
