part_number,quantity,material,procured_stock,length_mm,thickness_mm,bounds_local_mm,individual_export_guarded,status,notes
WT_CLEANOUT_NECK,1,NPS1.5 schedule40 steel pipe,NPS1.5 schedule40 steel pipe,50,,"[-24.15, -24.15, 0.0, 24.15, 24.15, 50.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Flush upper end with inner floor; external lower end1.5NPT male for manual washout valve/cap. Keep accessible from rear. | https://www.wheatland.com/wp-content/uploads/2017/12/Schedule-40-Submittal-Sheet.pdf
WT_RIM_FRONT,1,A36 steel,A36 steel; finish-machine6.000mmfrom1/4in6.35mmstock,,6,"[0.0, 0.0, 0.0, 966.096, 30.0, 6.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Continuous external wall weld. M6 weld nuts below each bolt hole; remove lid for tank washout.
WT_RIM_REAR,1,A36 steel,A36 steel; finish-machine6.000mmfrom1/4in6.35mmstock,,6,"[0.0, 0.0, 0.0, 966.096, 30.0, 6.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Continuous external wall weld. M6 weld nuts below each bolt hole; remove lid for tank washout.
WT_RIM_LEFT,1,A36 steel,A36 steel; finish-machine6.000mmfrom1/4in6.35mmstock,,6,"[0.0, 0.0, 0.0, 30.0, 606.096, 6.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Continuous external wall weld. M6 weld nuts below each bolt hole; remove lid for tank washout.
WT_RIM_RIGHT,1,A36 steel,A36 steel; finish-machine6.000mmfrom1/4in6.35mmstock,,6,"[0.0, 0.0, 0.0, 30.0, 606.096, 6.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Continuous external wall weld. M6 weld nuts below each bolt hole; remove lid for tank washout.
WT_GASKET,1,"2mm EPDM gasket, compatible media required","2mm EPDM gasket, compatible media required",,2,"[0.0, 0.0, 0.0, 966.096, 666.096, 2.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Knife-cut; do not use metal laser program. Permanently vented cover, not a pressure seal."
WT_LID,1,A36 steel,"A36 steel; purchase0.120in sheet,verifyactualgauge",,3.048,"[0.0, 0.0, 0.0, 966.096, 666.096, 3.048]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Catch-basket hatch166x126. Separate55mm overflow entry and33.6mm vent pipe penetration.
STD_M6x20_SOCKET,36,M6x20 class8.8,M6x20 class8.8,,,"[-5.0, -5.0, 0.0, 5.0, 5.0, 26.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,
WT_VENT_NECK,1,NPS1 schedule40 steel pipe,NPS1 schedule40 steel pipe,60,,"[-16.7, -16.7, 0.0, 16.7, 16.7, 60.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Permanently open vent. Fit coarse removable stainless insect/debris mesh; inspect for blockage. No compressed-air connection.
WT_BASKET_BASE,1,304 stainless1.5mm,304 stainless1.5mm,,1.5,"[0.0, 0.0, 0.0, 160.0, 120.0, 1.5]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Ø6 coarse perforations; abrasive fines pass to settling tank. Removable for cleaning.
WT_BASKET_SIDE,2,304 stainless1.5mm,304 stainless1.5mm,,1.5,"[0.0, 0.0, 0.0, 120.0, 98.5, 1.5]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,
WT_BASKET_END,2,304 stainless1.5mm,304 stainless1.5mm,,1.5,"[0.0, 0.0, 0.0, 157.0, 98.5, 1.5]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,
WT_BASKET_RIM,1,304 stainless2mm,304 stainless2mm,,2,"[0.0, 0.0, 0.0, 180.0, 140.0, 2.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Rim seats on lid with7mm minimum overlap around hatch; entire basket lifts vertically100mm before rearward removal.
WT_BASKET_SPLASH_COVER,1,304 stainless1.5mm,304 stainless1.5mm,,1.5,"[0.0, 0.0, 0.0, 180.0, 140.0, 1.5]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Loose removable splash cover;58mm open inlet remains vented. Drain outlet is above inlet with air gap.
PUMP_TRAY,1,A36 steel,"A36 steel; purchase0.120in sheet,verifyactualgauge",,3.048,"[0.0, 0.0, 0.0, 250.0, 126.0, 3.048]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"FourØ5pumpmounts:58longitudinal×85transverse,210mmfamilydrawing. Receipt-checkselected31seriesbracketbeforefinaldrill. | Pumpfootthicknessandportaxisnotpublished;M4mountboltlengthisreceipt-selected. Flexiblehoseconnectionsrequired."
PUMP_SPACER,4,A36 steel,A36 steel,13.856,,"[-6.0, -6.0, 0.0, 6.0, 6.0, 13.856]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,OD12ID6.6steelspacer;lidandtrayremaindemountableforwashout.
STD_M6x35_SOCKET,4,M6x35class8.8,M6x35class8.8,,,"[-5.0, -5.0, 0.0, 5.0, 5.0, 41.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,
BUY_SFDP2_018_120_31,1,Purchased24V7Lminpump,Purchased24V7Lminpump,,,"[0.0, -0.0, 0.0, 210.0, 86.0, 114.5]",True,PURCHASED CLEARANCE ENVELOPE - RECEIPT VERIFY BRACKET AND PORTS,210×86×114.5manufacturerfamilyenvelope;notinternalpumpgeometry.3/8NPTportsviaflexible1/2inhoseadapters. | Exactmountfootthicknessnotpublished;selectM4boltsafterreceipt.
VENT_SCREEN_SLEEVE,1,304stainlessmachinedsleeve,304stainlessmachinedsleeve,,,"[-19.7, -19.7, -0.0, 19.7, 19.7, 12.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"ID33.8OD39.4length12;2×M4radialtap,opposed. Perforatedcapweldedtosleeve;removeforscreenwashing."
VENT_PERFORATED_CAP,1,304stainless1.5mm,304stainless1.5mm,,,"[-19.7, -19.7, 0.0, 19.7, 19.7, 1.5]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Ø39.4×1.5disc,12Ø3 holes on the ±3/±9 grid with four corners omitted;84.82mm² nominal open area,neverpaintorplug. Coarsedebrisguard,notfiltermedia."
STD_M4x3_GRUB,2,M4x3grubscrew,M4x3grubscrew,,,"[-2.0, -2.0, 0.0, 2.0, 2.0, 3.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,
OVERFLOW_CATCH_FLOOR,1,304 stainless1.5mm,304 stainless1.5mm,,1.5,"[0.0, 0.0, 0.0, 600.0, 250.0, 1.5]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Welded open catch vessel,8.85L internal capacity. Keep visible and empty; investigate any water in it before restarting."
OVERFLOW_CATCH_SIDE,2,304 stainless1.5mm,304 stainless1.5mm,,1.5,"[0.0, 0.0, 0.0, 250.0, 60.0, 1.5]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,
OVERFLOW_CATCH_END,2,304 stainless1.5mm,304 stainless1.5mm,,1.5,"[0.0, 0.0, 0.0, 597.0, 60.0, 1.5]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,
OVERFLOW_CATCH_PAD,4,"NBR rubber30mm rod,cut15mm","NBR rubber30mm rod,cut15mm",15,,"[-15.0, -15.0, 0.0, 15.0, 15.0, 15.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Bond pads beneath the removable catch vessel; inspect condition during washout.
FLOAT_BACKRAIL_PAN,4,304stainless6mm,304stainless6mm; finish-machine6.000mmfrom1/4in6.35mmstock,,6,"[0.0, 0.0, 0.0, 50.0, 155.0, 6.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Slotheightadjustment;weldtwostandoffstowetfaceofwall. No newpan/tankwallpenetrations.
FLOAT_STANDOFF,10,304stainlessbar,304stainlessbar,7.952,,"[-6.0, -6.0, 0.0, 6.0, 6.0, 7.952]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"OD12×7.952solidstandoff,continuousfilletatbothends."
FLOAT_SLIDER,5,304stainless0.120insheet,"304stainless0.120insheet; purchase0.120in sheet,verifyactualgauge",,3.048,"[0.0, 0.0, 0.0, 44.0, 25.0, 3.048]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,
FLOAT_LEDGE,5,304stainless0.120insheet,"304stainless0.120insheet; purchase0.120in sheet,verifyactualgauge",,3.048,"[0.0, 0.0, 0.0, 35.952, 44.0, 3.048]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,M10sensorclearance10.5;weldrearledgetoslidertop. Floatthreadclampswithsuppliernut. Wetcalibrate;nominalmountZisnottripZ.
STD_M6x16_SOCKET,12,M6x16stainlesssocket,M6x16stainlesssocket,,,"[-5.0, -5.0, 0.0, 5.0, 5.0, 22.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,
STD_M6_STAINLESS_NUT,10,M6stainlessnut,M6stainlessnut,,,"[-5.7735, -5.0, 0.0, 5.7735, 5.0, 5.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,
BUY_FOCMKEAS_M10_65MM,5,Purchasedstainlessreedfloat,Purchasedstainlessreedfloat,,,"[-13.0, -13.0, 0.0, 13.0, 13.0, 68.048]",True,PURCHASED SERVICE ENVELOPE - WET CALIBRATE TRIP PLANE,"Seller65mmoverall/M10/Ø26;conservative60mmunderledgebodyenvelope. Actualbodyshapeandtripoffsetnotpublished. | TargettripZ=810;PAN_EMPTYislowlevelplus60sdrain,notanabsolutedrydetector."
BUY_FLOAT_M10_MOUNTNUT,5,SuppliedM10floatmountnut,SuppliedM10floatmountnut,,,"[-9.815, -8.5, 0.0, 9.815, 8.5, 5.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,"Nominal17AF×5mountnutenvelope;usesensorsuppliednutandsealingwasher,confirmactualthreadpitch."
FLOAT_GUARD_FLOOR,5,304stainless1mm,304stainless1mm,,1,"[0.0, 0.0, 0.0, 36.0, 40.0, 1.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,
FLOAT_GUARD_SIDE,5,304stainless1mm,304stainless1mm,,1,"[0.0, 0.0, 0.0, 40.0, 61.0, 1.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Slottedremovableguard;upperedgesweldtofloatledgeunderside. Brushcleanandtestfreefloattravel.
FLOAT_PAN_MIN_GUARD_SIDE_2,1,304stainless1mm,304stainless1mm,,,"[0.0, 0.0, 0.0, 1.0, 40.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Slottedremovableguard;upperedgesweldtofloatledgeunderside. Brushcleanandtestfreefloattravel. | Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_PAN_MIN_GUARD_END_1,1,304stainless1mm,304stainless1mm,,,"[0.0, -0.0, 0.0, 34.0, 1.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_PAN_MIN_GUARD_END_2,1,304stainless1mm,304stainless1mm,,,"[0.0, -0.0, 0.0, 34.0, 1.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_PAN_FILL_GUARD_SIDE_2,1,304stainless1mm,304stainless1mm,,,"[0.0, 0.0, 0.0, 1.0, 40.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Slottedremovableguard;upperedgesweldtofloatledgeunderside. Brushcleanandtestfreefloattravel. | Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_PAN_FILL_GUARD_END_1,1,304stainless1mm,304stainless1mm,,,"[0.0, -0.0, 0.0, 34.0, 1.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_PAN_FILL_GUARD_END_2,1,304stainless1mm,304stainless1mm,,,"[0.0, -0.0, 0.0, 34.0, 1.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_PAN_HH_GUARD_SIDE_2,1,304stainless1mm,304stainless1mm,,,"[0.0, 0.0, 0.0, 1.0, 40.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Slottedremovableguard;upperedgesweldtofloatledgeunderside. Brushcleanandtestfreefloattravel. | Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_PAN_HH_GUARD_END_1,1,304stainless1mm,304stainless1mm,,,"[0.0, -0.0, 0.0, 34.0, 1.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_PAN_HH_GUARD_END_2,1,304stainless1mm,304stainless1mm,,,"[0.0, -0.0, 0.0, 34.0, 1.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_PAN_EMPTY_GUARD_SIDE_2,1,304stainless1mm,304stainless1mm,,,"[0.0, 0.0, 0.0, 1.0, 40.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Slottedremovableguard;upperedgesweldtofloatledgeunderside. Brushcleanandtestfreefloattravel. | Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_PAN_EMPTY_GUARD_END_1,1,304stainless1mm,304stainless1mm,,,"[0.0, -0.0, 0.0, 34.0, 1.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_PAN_EMPTY_GUARD_END_2,1,304stainless1mm,304stainless1mm,,,"[0.0, -0.0, 0.0, 34.0, 1.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_BACKRAIL_TANK,1,304stainless6mm,304stainless6mm; finish-machine6.000mmfrom1/4in6.35mmstock,,6,"[0.0, 0.0, 0.0, 50.0, 115.0, 6.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Slotheightadjustment;weldtwostandoffstowetfaceofwall. No newpan/tankwallpenetrations.
FLOAT_TANK_LOW_GUARD_SIDE_2,1,304stainless1mm,304stainless1mm,,,"[0.0, 0.0, 0.0, 1.0, 40.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Slottedremovableguard;upperedgesweldtofloatledgeunderside. Brushcleanandtestfreefloattravel. | Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_TANK_LOW_GUARD_END_1,1,304stainless1mm,304stainless1mm,,,"[0.0, -0.0, 0.0, 34.0, 1.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_TANK_LOW_GUARD_END_2,1,304stainless1mm,304stainless1mm,,,"[0.0, 0.0, 0.0, 34.0, 1.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
STD_M8_DIN929_NUT,4,M8DIN929weldnut,M8DIN929weldnut,,,"[-7.5056, -6.5, 0.0, 7.5056, 6.5, 6.5]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,Weld inside ledger below top wall before module fit-up. Four total; drawdowns sit outside the deck plan for straight-down tool access.
MOD_RAIL,2,A5002x2x.120tube,A5002x2x.120tube,1290,,"[0.0, 0.0, 0.0, 50.8, 1290.0, 50.8]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Module side rail bears continuously on the fixed receiver ledger; no feet, seats or shims. | Ø18 sleeve bores through both walls at the two drawdown stations; Ø10 dowel bore through both walls at one station. | Weld crossmembers, ears and sleeves, then stress-relieve before MDF fit. Rail tops are NOT precision surfaces; the surfaced MDF absorbs weld tolerance."
MOD_COMPRESSION_SLEEVE,4,Machinedsteel,Machinedsteel,50.8,,"[-9.0, -9.0, 0.0, 9.0, 9.0, 50.8]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,OD18 ID9 through both rail walls; weld and finish flush both faces. Carries M8 drawdown preload without crushing the tube.
STD_M8x70_ISO4762,4,M8x70ISO4762class8.8,M8x70ISO4762class8.8,,,"[-6.5, -6.5, 0.0, 6.5, 6.5, 78.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,"One of only four module drawdowns. Remove all four and store in the internal tray before hoisting. Torque 12 Nm onto clean, dry seats."
STD_DOWEL_10x56,2,HardenedØ10dowel,HardenedØ10dowel,,,"[-5.0, -5.0, 0.0, 5.0, 5.0, 56.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,Press through both rail walls from above before MDF installation; 6 mm projects below the rail into the ledger bushing hole. | Two dowels on one diagonal locate the module; the winch lowers the module 30 mm onto them at the end of the reverse path.
MOD_CROSSMEMBER,4,A5002x1.5x.120tube,A5002x1.5x.120tube,938.4,,"[0.0, 0.0, 0.0, 938.4, 50.8, 38.1]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"2 x 1.5 tube laid flat: 50.8 wide MDF seat, 38.1 tall. Butt-weld both ends to rail inner faces; top sits 4.6 mm above rail tops and defines the MDF bearing plane. | Bottom Z857.3 clears the Z850 plasma slat tops by 7.3 mm installed and 67.3 mm at handling lift, and passes the Z910 float backrails only at handling lift."
MOD_LIFT_EAR,4,A36 steel,A36 steel; finish-machine6.000mmfrom1/4in6.35mmstock,,6,"[0.0, 0.0, 0.0, 50.8, 100.0, 6.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"6 mm lift ear caps the rail end; continuous 3 mm weld around the tube perimeter. Ø16 hole takes a 6 mm shackle. | Ear tops finish at Z941 so the module passes 10 mm under the rear-parked Y guide shoes at the 60 mm handling lift. | Four ears, one 4-leg sling to the overhead winch hook. Hook height at least 1.2 m above the ears; ear holes sit above the module center of mass."
BED_MDF_LOWER,1,"MDF 1/2-inch, finish 12.7","MDF 1/2-inch, finish 12.7",,12.7,"[-0.0, 0.0, 0.0, 938.4, 1197.0, 12.7]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"938.4 x 1197 sub-bed layer with two right-edge notches clearing the pan float guards and backrails. | The machine surfaces the assembled stack, so ledger, weld and MDF thickness tolerances do not reach the aluminum bed."
BED_MDF_UPPER,1,"MDF 1/2-inch, finish 12.7","MDF 1/2-inch, finish 12.7",,12.7,"[0.0, 0.0, 0.0, 938.4, 1197.0, 12.7]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"938.4 x 1197 sub-bed layer with two right-edge notches clearing the pan float guards and backrails. | The machine surfaces the assembled stack, so ledger, weld and MDF thickness tolerances do not reach the aluminum bed."
STD_12-14x32_TEK,16,#12-14x32 self-drilling screw,#12-14x32 self-drilling screw,,,"[-5.5, -5.5, 0.0, 5.5, 5.5, 32.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,Fastens both MDF layers to a crossmember top wall; head finishes 3 mm below the pre-surfacing MDF top.
BUY_20100_1197,10,Purchased6063T5profile,Purchased6063T5profile,,,"[-0.0, 0.0, -0.0, 100.0, 1197.0, 20.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,"Section uses actual100×20/6.2opening/7.8root/Ø5cores/1.3lips/outerR1.5supplier dimensions. | ONE saw cut per purchased 1220 bar: finish 1197, no drilling, no other machining. Slots run front-to-back with no seams. | Unnamed internal transition details approximated;do not machine an extrusion fromthismodel."
STD_M5x25_ISO7380,50,M5x25 button head screw,M5x25 button head screw,,,"[-4.75, -4.75, -2.75, 4.75, 4.75, 25.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,"Installed upward with the module on stands after the surfacing pass; 6 mm hex, thread into the bottom-slot square nut."
STD_M5_FENDER_15,50,M5 fender washer 15x5.3x1.5,M5 fender washer 15x5.3x1.5,,,"[-7.5, -7.5, 0.0, 7.5, 7.5, 1.5]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,
STD_DIN562_M5,70,DIN562M5square nut8x8x2.7,DIN562M5square nut8x8x2.7,,,"[-4.0, -4.0, 0.0, 4.0, 4.0, 2.7]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,End-load into the strip bottom slot before placing the strip; nut seats on the 1.3 mm lips.
SPOILBOARD_L_466x1197,1,"MDF 3/4-inch, finish19mm","MDF 3/4-inch, finish19mm",,19,"[0.0, 0.0, 0.0, 465.6, 1197.0, 19.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"465.6 x 1197 optional spoilboard, one per five strips; both boards from a single 1220 x 2440 sheet. | Deck edges outside X108..1039.2 stay uncovered; nominal cutting X175..975 lies fully on the boards. | Boards stay on the module through the hoist; remove them only for plasma-mode dust control or replacement."
STD_M5x20_DIN7991,20,M5x20 countersunk screw,M5x20 countersunk screw,,,"[-5.0, -5.0, 0.0, 5.0, 5.0, 20.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,
SPOILBOARD_R_466x1197,1,"MDF 3/4-inch, finish19mm","MDF 3/4-inch, finish19mm",,19,"[0.0, 0.0, 0.0, 465.6, 1197.0, 19.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"465.6 x 1197 optional spoilboard, one per five strips; both boards from a single 1220 x 2440 sheet. | Deck edges outside X108..1039.2 stay uncovered; nominal cutting X175..975 lies fully on the boards. | Boards stay on the module through the hoist; remove them only for plasma-mode dust control or replacement."
TOOL_PARK_BASE,2,A36 steel,"A36 steel; purchase0.120in sheet,verifyactualgauge",,3.048,"[0.0, 0.0, 0.0, 30.0, 110.0, 3.048]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Spindle is parked horizontally along X, inside the rear bay. Disconnect power before removing it from the head."
TOOL_PARK_CRADLE,2,A36 steel,A36 steel,,,"[0.0, 0.0, 0.0, 110.0, 166.856, 6.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"110mm wide,6mm thick;65.6mm open-top cradle centered at Y1080/Z600. Weld bottom to base with3mm fillets. | Two6x16mm strap slots at local X10/100,Z130. Use two25mm cam straps to retain the spindle."
HW_BOLT_BIN_FLOOR,1,A36 steel,"A36 steel; purchase0.120in sheet,verifyactualgauge",,3.048,"[0.0, 0.0, 0.0, 200.0, 100.0, 3.048]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Retains the four removed module drawdown bolts and lift shackles, inside the stand. Tack the tray to the removable reservoir lid."
HW_BOLT_BIN_SIDE,2,A36 steel,"A36 steel; purchase0.120in sheet,verifyactualgauge",,3.048,"[0.0, 0.0, 0.0, 100.0, 26.952, 3.048]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,
HW_BOLT_BIN_END,2,A36 steel,"A36 steel; purchase0.120in sheet,verifyactualgauge",,3.048,"[0.0, 0.0, 0.0, 193.904, 26.952, 3.048]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,
TORCH_SPLIT_CLAMP_REAR,1,6061-T6 aluminum billet,6061-T6 aluminum billet,,,"[0.0, 0.0, 0.0, 110.0, 45.25, 40.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Plasma torch split clamp half, boreØ28.00/+0.05 for the AG-60 straight body (Ø27.9 nominal barrel); torch head thread M22x1.5 documented for any future custom body. | Same mount pattern as the spindle clamp: fourM6 atX±45, Z+12/+38 on TOOL_ADAPTER_110; pinchM6×60 atX±47. Machine both halves together with a0.50 split shim. | Generic AG-60 heads have documented HF insulation failures (punch-through after few starts): keep spare heads, keep the clamp OFF the head zone, and clamp only the barrel. | Parked flat on the tank lid; fit only in plasma mode after the spindle is cradled."
TORCH_SPLIT_CLAMP_FRONT,1,6061-T6 aluminum billet,6061-T6 aluminum billet,,,"[0.0, 0.0, 0.0, 110.0, 44.75, 40.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Plasma torch split clamp half, boreØ28.00/+0.05 for the AG-60 straight body (Ø27.9 nominal barrel); torch head thread M22x1.5 documented for any future custom body. | Same mount pattern as the spindle clamp: fourM6 atX±45, Z+12/+38 on TOOL_ADAPTER_110; pinchM6×60 atX±47. Machine both halves together with a0.50 split shim. | Generic AG-60 heads have documented HF insulation failures (punch-through after few starts): keep spare heads, keep the clamp OFF the head zone, and clamp only the barrel. | Parked flat on the tank lid; fit only in plasma mode after the spindle is cradled."
CAB_STRINGER,2,A5001x1x.083tube,A5001x1x.083tube,499.2,,"[0.0, 0.0, 0.0, 25.4, 499.2, 25.4]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Bridges the undersides of pan bearers 1 and 2 with 25 mm underlap each end, outboard of the enclosure width. | Pre-drill Ø5.5 through both stringer walls at each screw station; the screw self-drills only the bearer wall. The cage unbolts without disturbing the bearers or pan."
STD_12-14x38_TEK,4,#12-14x38 self-drilling screw,#12-14x38 self-drilling screw,,,"[-5.5, -5.5, 0.0, 5.5, 5.5, 38.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,Head bears under the stringer; shank passes the pre-drilled stringer walls and self-drills the pan-bearer bottom wall.
CAB_UPRIGHT,2,A5001x1x.083tube,A5001x1x.083tube,488.80000000000007,,"[0.0, 0.0, 0.0, 25.4, 25.4, 488.8]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Welded T to its stringer at the top; both back rails weld across the pair. Fabricate the cage as one weldment, then bolt it up into the bearers."
CAB_RAIL,2,A5001x1x.083tube,A5001x1x.083tube,444.6,,"[0.0, 0.0, 0.0, 444.6, 25.4, 25.4]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Horizontal back rail welded across both uprights; carries the enclosure back-panel bolts. | Transfer-drill the two Ø6.6 bolt holes per rail from the selected enclosure back panel; nominal stations X460/X690.
STD_M6x45_SOCKET,4,M6x45 socket screw,M6x45 socket screw,,,"[-5.0, -5.0, 0.0, 5.0, 5.0, 51.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,Through the enclosure back panel and both rail walls; nyloc at the rear face. Positions are nominal until the vendor back panel is transfer-drilled.
STD_M6_NYLOC,4,M6 nyloc nut,M6 nyloc nut,,,"[-5.7735, -5.0, 0.0, 5.7735, 5.0, 6.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,
