part_number,quantity,material,procured_stock,length_mm,thickness_mm,bounds_local_mm,individual_export_guarded,status,notes
WT_CLEANOUT_NECK,1,NPS1.5 schedule40 steel pipe,NPS1.5 schedule40 steel pipe,62.048,,"[-24.15, -24.15, 0.0, 24.15, 24.15, 62.048]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Flush upper end with tank inner floor; lower end is plain, welded to the fabricated flange. The old1.5 NPT cap callout is superseded. | Tank must be emptied and isolated before loosening the cleanout cover. This large opening is for washout, not controlled draining of115 L."
WT_RIM_FRONT,1,A36 steel,A36 steel; finish-machine6.000mmfrom1/4in6.35mmstock,,6,"[0.0, 0.0, 0.0, 966.096, 30.0, 6.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Continuous external wall weld. M6 weld nuts below each bolt hole; remove lid for tank washout.
WT_RIM_REAR,1,A36 steel,A36 steel; finish-machine6.000mmfrom1/4in6.35mmstock,,6,"[0.0, 0.0, 0.0, 966.096, 30.0, 6.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Continuous external wall weld. M6 weld nuts below each bolt hole; remove lid for tank washout.
WT_RIM_LEFT,1,A36 steel,A36 steel; finish-machine6.000mmfrom1/4in6.35mmstock,,6,"[0.0, 0.0, 0.0, 30.0, 606.096, 6.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Continuous external wall weld. M6 weld nuts below each bolt hole; remove lid for tank washout.
WT_RIM_RIGHT,1,A36 steel,A36 steel; finish-machine6.000mmfrom1/4in6.35mmstock,,6,"[0.0, 0.0, 0.0, 30.0, 606.096, 6.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Continuous external wall weld. M6 weld nuts below each bolt hole; remove lid for tank washout.
WT_GASKET,1,"2mm EPDM gasket, compatible media required","2mm EPDM gasket, compatible media required",,2,"[0.0, 0.0, 0.0, 966.096, 666.096, 2.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Knife-cut; do not use metal laser program. Permanently vented cover, not a pressure seal."
WT_LID,1,A36 steel,"A36 steel; purchase0.120in sheet,verifyactualgauge",,3.048,"[0.0, 0.0, 0.0, 966.096, 666.096, 3.048]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Catch-basket hatch166x126. Separate55mm overflow entry and33.6mm vent pipe penetration. | Rev H: routine washout is through two independent service openings; the equipment lid remains installed. | The full lid is a major-disassembly item, not a verified routine removal. Drain and isolate before opening either hatch."
STD_M6x20_SOCKET,38,M6x20 class8.8,M6x20 class8.8,,,"[-5.0, -5.0, 0.0, 5.0, 5.0, 26.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,
WT_VENT_NECK,1,NPS1 schedule40 steel pipe,NPS1 schedule40 steel pipe,60,,"[-16.7, -16.7, 0.0, 16.7, 16.7, 60.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Permanently open vent. Fit coarse removable stainless insect/debris mesh; inspect for blockage. No compressed-air connection.
WT_BASKET_BASE,1,304 stainless1.5mm,304 stainless1.5mm,,1.5,"[0.0, 0.0, 0.0, 160.0, 120.0, 1.5]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Ø6 coarse perforations; abrasive fines pass to settling tank. Removable for cleaning.
WT_BASKET_SIDE,2,304 stainless1.5mm,304 stainless1.5mm,,1.5,"[0.0, 0.0, 0.0, 120.0, 98.5, 1.5]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,
WT_BASKET_END,2,304 stainless1.5mm,304 stainless1.5mm,,1.5,"[0.0, 0.0, 0.0, 157.0, 98.5, 1.5]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,
WT_BASKET_RIM,1,304 stainless2mm,304 stainless2mm,,2,"[0.0, 0.0, 0.0, 180.0, 140.0, 2.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Rim seats on lid with7mm minimum overlap around hatch; entire basket lifts vertically100mm before rearward removal.
WT_BASKET_SPLASH_COVER,1,304 stainless1.5mm,304 stainless1.5mm,,1.5,"[0.0, 0.0, 0.0, 180.0, 140.0, 1.5]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Loose removable splash cover;58mm open inlet remains vented. Drain outlet is above inlet with air gap.
PUMP_TRAY,1,A36 steel,"A36 steel; purchase0.120in sheet,verifyactualgauge",,3.048,"[0.0, 0.0, 0.0, 250.0, 126.0, 3.048]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"FourØ5pumpmounts:58longitudinal×85transverse,210mmfamilydrawing. Receipt-checkselected31seriesbracketbeforefinaldrill. | Pumpfootthicknessandportaxisnotpublished;M4mountboltlengthisreceipt-selected. Flexiblehoseconnectionsrequired. | Rev I head faces+X: world foot boresX806/864,Y850.5/935.5; supersedes previousX866/924 locations. Receipt-check feet before drilling."
PUMP_SPACER,4,A36 steel,A36 steel,13.856,,"[-6.0, -6.0, 0.0, 6.0, 6.0, 13.856]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,OD12ID6.6steelspacer;lidandtrayremaindemountableforwashout.
STD_M6x35_SOCKET,20,M6x35class8.8,M6x35class8.8,,,"[-5.0, -5.0, 0.0, 5.0, 5.0, 41.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,
BUY_SFDP2_018_120_31,1,Purchased24V7Lminpump,Purchased24V7Lminpump,,,"[0.0, -0.0, 0.0, 210.0, 86.0, 114.5]",True,PURCHASED CLEARANCE ENVELOPE - RECEIPT VERIFY BRACKET AND PORTS,210×86×114.5manufacturerfamilyenvelope;notinternalpumpgeometry.3/8NPTportsviaflexible1/2inhoseadapters. | Exactmountfootthicknessnotpublished;selectM4boltsafterreceipt. | Rev I placement: head toward+X/right plumbing bay.180deg rotation changes world foot columns toX806/864; no inferred port centers.
VENT_SCREEN_SLEEVE,1,304stainlessmachinedsleeve,304stainlessmachinedsleeve,,,"[-19.7, -19.7, -0.0, 19.7, 19.7, 12.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"ID33.8OD39.4length12;2×M4radialtap,opposed. Perforatedcapweldedtosleeve;removeforscreenwashing."
VENT_PERFORATED_CAP,1,304stainless1.5mm,304stainless1.5mm,,,"[-19.7, -19.7, 0.0, 19.7, 19.7, 1.5]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Ø39.4×1.5disc,12Ø3 holes on the ±3/±9 grid with four corners omitted;84.82mm² nominal open area,neverpaintorplug. Coarsedebrisguard,notfiltermedia."
STD_M4x3_GRUB,2,M4x3grubscrew,M4x3grubscrew,,,"[-2.0, -2.0, 0.0, 2.0, 2.0, 3.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,
OVERFLOW_CATCH_FLOOR,1,304 stainless1.5mm,304 stainless1.5mm,,1.5,"[0.0, 0.0, 0.0, 600.0, 250.0, 1.5]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Welded open catch vessel,8.85L internal capacity. Keep visible and empty; investigate any water in it before restarting."
OVERFLOW_CATCH_SIDE,2,304 stainless1.5mm,304 stainless1.5mm,,1.5,"[0.0, 0.0, 0.0, 250.0, 60.0, 1.5]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,
OVERFLOW_CATCH_END,2,304 stainless1.5mm,304 stainless1.5mm,,1.5,"[0.0, 0.0, 0.0, 597.0, 60.0, 1.5]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,
OVERFLOW_CATCH_PAD,4,"NBR rubber30mm rod,cut15mm","NBR rubber30mm rod,cut15mm",15,,"[-15.0, -15.0, 0.0, 15.0, 15.0, 15.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Bond pads beneath the removable catch vessel; inspect condition during washout.
FLOAT_BACKRAIL_PAN,3,304stainless6mm,304stainless6mm; finish-machine6.000mmfrom1/4in6.35mmstock,,6,"[0.0, 0.0, 0.0, 50.0, 155.0, 6.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Slot height adjustment; weld two standoffs to wet face of wall. No new pan/tank wall penetrations.
FLOAT_STANDOFF,10,304stainlessbar,304stainlessbar,7.952,,"[-6.0, -6.0, 0.0, 6.0, 6.0, 7.952]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"OD12×7.952solidstandoff,continuousfilletatbothends."
FLOAT_SLIDER,5,304stainless0.120insheet,"304stainless0.120insheet; purchase0.120in sheet,verifyactualgauge",,3.048,"[0.0, 0.0, 0.0, 44.0, 25.0, 3.048]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,
FLOAT_LEDGE,5,304stainless0.120insheet,"304stainless0.120insheet; purchase0.120in sheet,verifyactualgauge",,3.048,"[0.0, 0.0, 0.0, 35.952, 44.0, 3.048]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,M10sensorclearance10.5;weldrearledgetoslidertop. Floatthreadclampswithsuppliernut. Wetcalibrate;nominalmountZisnottripZ.
STD_M6x16_SOCKET,10,M6x16stainlesssocket,M6x16stainlesssocket,,,"[-5.0, -5.0, 0.0, 5.0, 5.0, 22.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,
STD_M6_STAINLESS_NUT,10,M6stainlessnut,M6stainlessnut,,,"[-5.7735, -5.0, 0.0, 5.7735, 5.0, 5.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,
BUY_FOCMKEAS_M10_65MM,5,Purchasedstainlessreedfloat,Purchasedstainlessreedfloat,,,"[-13.0, -13.0, 0.0, 13.0, 13.0, 68.048]",True,PURCHASED SERVICE ENVELOPE - WET CALIBRATE TRIP PLANE,"Seller65mmoverall/M10/Ø26;conservative60mmunderledgebodyenvelope. Actualbodyshapeandtripoffsetnotpublished. | TargettripZ=810;PAN_EMPTYislowlevelplus60sdrain,notanabsolutedrydetector."
BUY_FLOAT_M10_MOUNTNUT,5,SuppliedM10floatmountnut,SuppliedM10floatmountnut,,,"[-9.815, -8.5, 0.0, 9.815, 8.5, 5.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,"Nominal17AF×5mountnutenvelope;usesensorsuppliednutandsealingwasher,confirmactualthreadpitch."
FLOAT_GUARD_FLOOR,4,304stainless1mm,304stainless1mm,,1,"[0.0, 0.0, 0.0, 36.0, 40.0, 1.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,
FLOAT_GUARD_SIDE,5,304stainless1mm,304stainless1mm,,1,"[0.0, 0.0, 0.0, 40.0, 61.0, 1.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Slottedremovableguard;upperedgesweldtofloatledgeunderside. Brushcleanandtestfreefloattravel.
FLOAT_PAN_MIN_GUARD_SIDE_2,1,304stainless1mm,304stainless1mm,,,"[0.0, 0.0, 0.0, 1.0, 40.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Slottedremovableguard;upperedgesweldtofloatledgeunderside. Brushcleanandtestfreefloattravel. | Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_PAN_MIN_GUARD_END_1,1,304stainless1mm,304stainless1mm,,,"[0.0, -0.0, 0.0, 34.0, 1.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_PAN_MIN_GUARD_END_2,1,304stainless1mm,304stainless1mm,,,"[0.0, -0.0, 0.0, 34.0, 1.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_PAN_FILL_GUARD_SIDE_2,1,304stainless1mm,304stainless1mm,,,"[0.0, 0.0, 0.0, 1.0, 40.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Slottedremovableguard;upperedgesweldtofloatledgeunderside. Brushcleanandtestfreefloattravel. | Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_PAN_FILL_GUARD_END_1,1,304stainless1mm,304stainless1mm,,,"[0.0, -0.0, 0.0, 34.0, 1.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_PAN_FILL_GUARD_END_2,1,304stainless1mm,304stainless1mm,,,"[0.0, -0.0, 0.0, 34.0, 1.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_PAN_HH_GUARD_SIDE_2,1,304stainless1mm,304stainless1mm,,,"[0.0, 0.0, 0.0, 1.0, 40.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Slottedremovableguard;upperedgesweldtofloatledgeunderside. Brushcleanandtestfreefloattravel. | Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_PAN_HH_GUARD_END_1,1,304stainless1mm,304stainless1mm,,,"[0.0, -0.0, 0.0, 34.0, 1.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_PAN_HH_GUARD_END_2,1,304stainless1mm,304stainless1mm,,,"[0.0, -0.0, 0.0, 34.0, 1.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_BACKRAIL_PAN_EMPTY,1,304stainless6mm,304stainless6mm; finish-machine6.000mmfrom1/4in6.35mmstock,,6,"[0.0, 0.0, 0.0, 50.0, 155.0, 6.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Slot height adjustment; weld two standoffs to wet face of wall. No new pan/tank wall penetrations. | Restricted PAN_EMPTY carrier mount Z812..832 nominal; do not extend slots downward. Lowest bolt-axis limit including 0.3 mm slot/shank radial play is mount Z811.7.
FLOAT_GUARD_FLOOR_PAN_EMPTY,1,304stainless1mm,304stainless1mm,,1,"[0.0, 0.0, 0.0, 36.0, 40.0, 1.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"PAN_EMPTY installed guard underside Z750 at carrier mount Z812; floor footprint X978..1014, Y1177..1217. Nominal closest pan-floor clearance is 10.671 mm before fabrication tolerances. | Maintain at least 8 mm actual clear gap across the entire guard footprint after welding, with the carrier clamped at its lowest allowed setting. This allows 2.37 mm total pan/guard/datum variation after 0.3 mm bolt-slot play; rework the bracket if the gauge fails. | Removable for brushing/washout; the 8 mm clean gap is not permission to accumulate sludge. Wet-calibrate PAN_EMPTY and prove the remaining 60 s drain empties the usable pan before enabling a bed change. No dry-pan claim from this float alone."
FLOAT_PAN_EMPTY_GUARD_SIDE_2,1,304stainless1mm,304stainless1mm,,,"[0.0, 0.0, 0.0, 1.0, 40.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Slottedremovableguard;upperedgesweldtofloatledgeunderside. Brushcleanandtestfreefloattravel. | Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_PAN_EMPTY_GUARD_END_1,1,304stainless1mm,304stainless1mm,,,"[0.0, -0.0, 0.0, 34.0, 1.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_PAN_EMPTY_GUARD_END_2,1,304stainless1mm,304stainless1mm,,,"[0.0, -0.0, 0.0, 34.0, 1.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_BACKRAIL_TANK,1,304stainless6mm,304stainless6mm; finish-machine6.000mmfrom1/4in6.35mmstock,,6,"[0.0, 0.0, 0.0, 50.0, 115.0, 6.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Slot height adjustment; weld two standoffs to wet face of wall. No new pan/tank wall penetrations.
FLOAT_TANK_LOW_GUARD_SIDE_2,1,304stainless1mm,304stainless1mm,,,"[0.0, 0.0, 0.0, 1.0, 40.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Slottedremovableguard;upperedgesweldtofloatledgeunderside. Brushcleanandtestfreefloattravel. | Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_TANK_LOW_GUARD_END_1,1,304stainless1mm,304stainless1mm,,,"[0.0, -0.0, 0.0, 34.0, 1.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
FLOAT_TANK_LOW_GUARD_END_2,1,304stainless1mm,304stainless1mm,,,"[0.0, 0.0, 0.0, 34.0, 1.0, 61.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Two 12 mm cylindrical access cuts along world X at the M6 clamp axes. Use the individual STEP for these guard cutouts; no through-cut DXF is issued for the intersecting notch.
G_FRONT_SEAT_ROUND,1,A36 steel,A36 steel; finish-machine6.000mmfrom1/4in6.35mmstock,,6,"[0.0, 0.0, 0.0, 90.0, 80.0, 6.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"6 mm steel plate bears on the ledger top over 26.6 mm width. Finish seat after welding; nominal pan rim gap 5 mm, plasma support plane clearance 4 mm. | After welding, drill 6.8 and tap M8 through plate and attached boss. Match-ream left locator to 6.03 +0.01/-0.00; right slot is relieved along X. Measure actual dowels before final reaming. | REMOVABLE front seat: two M8x20 screws with washers attach it to welded, threaded compression sleeves in the ledger. Do not weld this seat to the ledger. | Park beam 1 on its side on beam 2 before unbolting either front seat. Refit the seats, map all four beam elevations and re-probe after conversion; clearance bolts do not establish precision relocation."
G_FRONT_LEDGER_M8_SLEEVE,4,Machined steel,Machined steel,,,"[-9.0, -9.0, 0.0, 9.0, 9.0, 50.8]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"OD18 x 50.8 compression sleeve, nominal M8 thread envelope. Predrill 6.8 and tap M8x1.25 at least 22 deep from the top after welding to BOTH ledger walls; finish flush. Check seat-to-ledger load transfer before fabrication release."
STD_M8x20_SOCKET,4,Steel M8x20,Steel M8x20,,,"[-6.5, -6.5, 0.0, 6.5, 6.5, 28.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,Remove only with front beam independently supported on beam 2. Qualify preload and repeat seating; no automatic return-to-zero is claimed. | Rev I current preload definition is in output/design-finish-2026-09-26/structure/JOINTS.md; historical 12/6 N m torque examples are not instructions for this joint. Do not substitute ordinary bolt-table torque for extrusion/bridge limits.
G_M8_SEAT_BOSS,8,Machined steel,Machined steel,,,"[-10.0, -10.0, 0.0, 10.0, 10.0, 6.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,OD20 x 6 boss bears against the underside of the 6 mm seat plate; continuous 3 mm circular fillet. Drill/tap M8 through both pieces after welding. No gap-bridging nut weld.
G_FRONT_SEAT_RELIEVED,1,A36 steel,A36 steel; finish-machine6.000mmfrom1/4in6.35mmstock,,6,"[0.0, 0.0, 0.0, 90.0, 80.0, 6.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"6 mm steel plate bears on the ledger top over 26.6 mm width. Finish seat after welding; nominal pan rim gap 5 mm, plasma support plane clearance 4 mm. | After welding, drill 6.8 and tap M8 through plate and attached boss. Match-ream left locator to 6.03 +0.01/-0.00; right slot is relieved along X. Measure actual dowels before final reaming. | REMOVABLE front seat: two M8x20 screws with washers attach it to welded, threaded compression sleeves in the ledger. Do not weld this seat to the ledger. | Park beam 1 on its side on beam 2 before unbolting either front seat. Refit the seats, map all four beam elevations and re-probe after conversion; clearance bolts do not establish precision relocation."
G_BED_BEAM_924,3,A5002x2x.120tube,A5002x2x.120tube,924,,"[0.0, 0.0, 0.0, 924.0, 50.8, 50.8]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"924 mm single 2 x 2 x .120 transverse beam. Top Z920.8. End feet are removable with the beam; storage rack receives it on its side. | Two 18 mm access bores pass both walls for captive welded compression sleeves. Four top-wall M6 stations are drilled/tapped with internal bosses. | Routing-force capacity and welded-frame compliance are not released. Map and shim beam seats before installing cut-only aluminum panels. | Rev H storage sleeve: through both side walls and stacking pad at X123.0, global Z895.4. OD10 sleeve welded flush at front wall and pad outer face before coating. | Rev H storage sleeve: through both side walls and stacking pad at X1027.0, global Z895.4. OD10 sleeve welded flush at front wall and pad outer face before coating."
H_BEAM_STACK_PAD_1,4,A36 steel,A36 steel; finish-machine6.000mmfrom1/4in6.35mmstock,,6,"[0.0, 0.0, 0.0, 50.0, 50.8, 6.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Weld 6 mm pad to rear side of beam. In storage orientation this is a bearing pad for one upper beam; no fixed upper shelf blocks the incoming lower beam. Secure stored stacks against accidental movement before operation. | Rev H storage sleeve: through both side walls and stacking pad at X123.0, global Z895.4. OD10 sleeve welded flush at front wall and pad outer face before coating."
H_BEAM_STACK_PAD_2,4,A36 steel,A36 steel; finish-machine6.000mmfrom1/4in6.35mmstock,,6,"[0.0, 0.0, 0.0, 50.0, 50.8, 6.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Weld 6 mm pad to rear side of beam. In storage orientation this is a bearing pad for one upper beam; no fixed upper shelf blocks the incoming lower beam. Secure stored stacks against accidental movement before operation. | Rev H storage sleeve: through both side walls and stacking pad at X1027.0, global Z895.4. OD10 sleeve welded flush at front wall and pad outer face before coating."
G_BEAM_FOOT_BASE,8,A36 steel,A36 steel; finish-machine6.000mmfrom1/4in6.35mmstock,,6,"[0.0, 0.0, 0.0, 50.0, 50.8, 6.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"Weld base, vertical foot and beam before final fitting. Locator pin press fit must use measured pin and reamed bore."
G_BEAM_FOOT_18,8,A36 steel,A36 steel,,,"[0.0, 0.0, 0.0, 50.0, 50.8, 18.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,18 mm high fabricated hollow foot; continuous 3 mm welds to base and beam.
G_BEAM_COMPRESSION_SLEEVE,8,Machined steel,Machined steel,,,"[-9.0, -9.0, 0.0, 9.0, 9.0, 66.8]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,OD18 ID9 x 66.8. Weld to foot base and beam bottom wall before closing foot. Head seat Z912.8; M8 head finishes flush at Z920.8.
G_LOCATOR_6x12,8,Hardened steel pin,Hardened steel pin,,,"[-3.0, -3.0, 0.0, 3.0, 3.0, 12.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,"4 mm projects below foot. Left pin enters round seat, right enters X-relieved seat. Confirm actual pin tolerance and retention; do not press an unmeasured pin into a nominal CAD bore."
STD_M8x80_SOCKET,8,M8x80 steel,M8x80 steel,,,"[-6.5, -6.5, 0.0, 6.5, 6.5, 88.0]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,Remove after panels. Stored head-down in the guided hardware rack. Torque remains subject to qualification of seat weld and ledger wall. | Rev I current preload definition is in output/design-finish-2026-09-26/structure/JOINTS.md; historical 12/6 N m torque examples are not instructions for this joint. Do not substitute ordinary bolt-table torque for extrusion/bridge limits.
G_M6_BEAM_BOSS,16,A36 steel,A36 steel,,,"[-8.0, -8.0, 0.0, 8.0, 8.0, 8.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Weld under beam top wall while access is available; drill 5 and tap M6 through boss and wall after welding.
G_PANEL_CLAMP_20x30,16,A36 steel,A36 steel; finish-machine6.000mmfrom1/4in6.35mmstock,,6,"[0.0, 0.0, 0.0, 20.0, 30.0, 6.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,Removable 20 x 30 x 6 clamp bridge. End bridges overlap one panel; intermediate bridges span the 10 mm panel gap. Qualify contact and preload on actual extrusion.
G_CLAMP_SPACER_19_5,16,A36 steel,A36 steel,,,"[-4.0, -4.0, 0.0, 4.0, 4.0, 19.5]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"0.5 mm nominal below the clamped panel face; spacer limits gross bridge deflection, does not establish a torque rating."
STD_M6_WASHER_12,28,Steel washer,Steel washer,,,"[-6.0, -6.0, 0.0, 6.0, 6.0, 1.6]",True,PURCHASED ENVELOPE - VERIFY INTERFACE,
G_SEAT_ROUND,3,A36 steel,A36 steel; finish-machine6.000mmfrom1/4in6.35mmstock,,6,"[0.0, 0.0, 0.0, 90.0, 80.0, 6.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"6 mm steel plate bears on the ledger top over 26.6 mm width. Finish seat after welding; nominal pan rim gap 5 mm, plasma support plane clearance 4 mm. | Continuous 3 mm fillets along accessible ledger contact edges. Verify actual tube corner and weld access before fabrication. | After welding, drill 6.8 and tap M8 through plate and attached boss. Match-ream left locator to 6.03 +0.01/-0.00; right slot is relieved along X. Measure actual dowels before final reaming."
G_SEAT_RELIEVED,3,A36 steel,A36 steel; finish-machine6.000mmfrom1/4in6.35mmstock,,6,"[0.0, 0.0, 0.0, 90.0, 80.0, 6.0]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"6 mm steel plate bears on the ledger top over 26.6 mm width. Finish seat after welding; nominal pan rim gap 5 mm, plasma support plane clearance 4 mm. | Continuous 3 mm fillets along accessible ledger contact edges. Verify actual tube corner and weld access before fabrication. | After welding, drill 6.8 and tap M8 through plate and attached boss. Match-ream left locator to 6.03 +0.01/-0.00; right slot is relieved along X. Measure actual dowels before final reaming."
H_BED_BEAM_924_TEMP_LOCATORS,1,A5002x2x.120tube,A5002x2x.120tube,924,,"[0.0, 0.0, 0.0, 924.0, 50.8, 50.8]",False,ENGINEERING DEFINITION - REVIEW BEFORE FABRICATION,"924 mm single 2 x 2 x .120 transverse beam. Top Z920.8. End feet are removable with the beam; storage rack receives it on its side. | Two 18 mm access bores pass both walls for captive welded compression sleeves. Four top-wall M6 stations are drilled/tapped with internal bosses. | Routing-force capacity and welded-frame compliance are not released. Map and shim beam seats before installing cut-only aluminum panels. | Rev H storage sleeve: through both side walls and stacking pad at X123.0, global Z895.4. OD10 sleeve welded flush at front wall and pad outer face before coating. | Rev H storage sleeve: through both side walls and stacking pad at X1027.0, global Z895.4. OD10 sleeve welded flush at front wall and pad outer face before coating."
